"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","Nation","SOM_perc","SOM_perc_Heiri","N_perc","Original_source","Conv_factor","State","Location","Depth_to_bedrock_m","Season","Treatment","Replicate","n_cores","Core_type","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined"
"Ruranska et al 2020","PR Loch Crinan","Loch Crinan",NA,"Salt marsh",56.07571667,-5.529641667,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",22.76,0.24,NA,NA,46.74,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.76,46.74,0.24
"Ruranska et al 2020","PR Loch Crinan","Loch Crinan",NA,"Salt marsh",56.07571111,-5.528575,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.18,0.18,NA,NA,43.22,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.18,43.22,0.18
"Ruranska et al 2020","PR Loch Crinan","Loch Crinan",NA,"Salt marsh",56.08027222,-5.526916667,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.72,0.37,NA,NA,23.2,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,23.2,0.37
"Ruranska et al 2020","PR Loch Laich","Loch Laich",NA,"Salt marsh",56.567,-5.373,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",22.44,0.49,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.44,NA,0.49
"Ruranska et al 2020","PR Loch Laich","Loch Laich",NA,"Salt marsh",56.566,-5.371,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",17.43,0.46,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43,NA,0.46
"Ruranska et al 2020","PR Loch Laich","Loch Laich",NA,"Salt marsh",56.565,-5.368,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",31.25,0.76,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.25,NA,0.76
"Ruranska et al 2020","PR Loch Laich","Loch Laich",NA,"Salt marsh",56.568,-5.374,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",18.68,1.11,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.68,NA,1.11
"Ruranska et al 2020","PR Loch Laich","Loch Laich",NA,"Salt marsh",56.563,-5.353,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",22.85,1.53,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.85,NA,1.53
"Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island",NA,"Salt marsh",56.35589167,-3.269861111,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",4.33,0.74,NA,NA,11,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,11,0.74
"Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island",NA,"Salt marsh",56.355,-3.269161111,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.22,0.59,NA,NA,17.96,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,17.96,0.59
"Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island",NA,"Salt marsh",56.35615556,-3.27,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.32,0.55,NA,NA,16.6,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.32,16.6,0.55
"Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island",NA,"Salt marsh",56.35640833,-3.270241667,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.33,0.63,NA,NA,10.87,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,10.87,0.63
"Ruranska et al 2020","PR Mugdrum Island","Mugdrum Island",NA,"Salt marsh",56.35559167,-3.269622222,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.34,0.36,NA,NA,23.15,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.34,23.15,0.36
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.864041,-3.837925,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",8.61,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.864282,-3.837796,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",9.4,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.864467,-3.837721,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",11.03,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.864671,-3.837657,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",11.37,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.863288,-3.8387,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",3.03,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.863568,-3.838679,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",2.92,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,NA,NA
"Ruranska et al 2020","PR Orchardton ","Orchardton ",NA,"Salt marsh",54.864277,-3.838516,"direct from dataset",1,"UK",2018,NA,0,0.1,"EA","Core-level",5.96,NA,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,NA,NA
"Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary",NA,"Salt marsh",55.97992,-5.19187,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",10.05,0.97,NA,NA,28.31,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,28.31,0.97
"Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary",NA,"Salt marsh",55.981027,-5.190082,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.39,0.42,NA,NA,12.01,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,12.01,0.42
"Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary",NA,"Salt marsh",55.982092,-5.188974,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.14,0.38,NA,NA,17.32,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.14,17.32,0.38
"Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary",NA,"Salt marsh",55.980541,-5.19085,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.03,0.23,NA,NA,11.78,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,11.78,0.23
"Ruranska et al 2020","PR Ruel Estuary","Ruel Estuary",NA,"Salt marsh",55.981553,-5.18964,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.39,0.12,NA,NA,33.54,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,33.54,0.12
"Ruranska et al 2020","PR Shell Bay","Shell Bay",NA,"Salt marsh",56.19777778,-2.873611111,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",10.87,0.53,NA,NA,22.3,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.87,22.3,0.53
"Ruranska et al 2020","PR Shell Bay","Shell Bay",NA,"Salt marsh",56.1975,-2.874444444,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",10.01,0.78,NA,NA,20.14,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01,20.14,0.78
"Ruranska et al 2020","PR Sligachan","Sligachan",NA,"Salt marsh",57.298439,-6.161489,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.26,0.61,NA,NA,13.81,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,13.81,0.61
"Ruranska et al 2020","PR Sligachan","Sligachan",NA,"Salt marsh",57.298169,-6.161814,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.66,0.35,NA,NA,27.2,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.66,27.2,0.35
"Ruranska et al 2020","PR Sligachan","Sligachan",NA,"Salt marsh",57.297681,-6.162875,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.42,1.02,NA,NA,6.76,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.42,6.76,1.02
"Ruranska et al 2020","PR Sligachan","Sligachan",NA,"Salt marsh",57.297997,-6.162272,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.46,0.37,NA,NA,23.01,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46,23.01,0.37
"Ruranska et al 2020","PR Sligachan","Sligachan",NA,"Salt marsh",57.297428,-6.163303,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",10.47,0.76,NA,NA,12.66,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47,12.66,0.76
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.886585,-3.686997,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.82,1,NA,NA,11.1,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82,11.1,1
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.887912,-3.683134,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.36,0.77,NA,NA,11.78,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.36,11.78,0.77
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.887332,-3.683956,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.33,0.5,NA,NA,11.72,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,11.72,0.5
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.888507,-3.681473,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.51,0.23,NA,NA,17.32,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51,17.32,0.23
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.882724,-3.694391,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",4.03,0.79,NA,NA,9.34,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,9.34,0.79
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.882604,-3.694433,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",4.14,0.74,NA,NA,9.36,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,9.36,0.74
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.882509,-3.694481,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",4.56,0.77,NA,NA,9.18,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,9.18,0.77
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.882561,-3.694468,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",3.96,0.76,NA,NA,9.79,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,9.79,0.76
"Ruranska et al 2020","PR Southwick","Southwick",NA,"Salt marsh",54.882686,-3.694391,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.77,0.65,NA,NA,10.96,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77,10.96,0.65
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.9820215,-3.25202029,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",17.05,0.4,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.05,NA,0.4
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98202758,-3.2520751,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.63,0.44,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,NA,0.44
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98179247,-3.25199441,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",12.08,0.5,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08,NA,0.5
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98213968,-3.25206989,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",6.57,0.47,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,NA,0.47
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98251577,-3.25325308,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",17.64,0.43,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.64,NA,0.43
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98251237,-3.25038367,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",24.73,0.43,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.73,NA,0.43
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.9825273,-3.25021225,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",30.86,0.3,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.86,NA,0.3
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98186235,-3.249665,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",9.25,0.54,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,0.54
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98202005,-3.24942635,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.91,0.39,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.91,NA,0.39
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.9819483,-3.24822363,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",23.08,0.45,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08,NA,0.45
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98165621,-3.24753733,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.89,0.26,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.89,NA,0.26
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.98032507,-3.24664613,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.18,0.22,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.18,NA,0.22
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.97976241,-3.24661769,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",11.71,0.29,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71,NA,0.29
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.97558212,-3.24739081,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.39,0.39,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,NA,0.39
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.97517385,-3.24818768,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.39,0.33,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39,NA,0.33
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.9756462,-3.24974042,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",21.16,0.15,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.16,NA,0.15
"Ruranska et al 2020","PR Steness","Steness",NA,"Salt marsh",58.97687471,-3.24773226,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.18,0.42,NA,NA,NA,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,NA,0.42
"Ruranska et al 2020","PR Tayport","Tayport",NA,"Salt marsh",56.439897,-2.859376,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.18,0.93,NA,NA,7.23,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,7.23,0.93
"Ruranska et al 2020","PR Tayport","Tayport",NA,"Salt marsh",56.439798,-2.859461,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",5.54,0.79,NA,NA,3.59,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,3.59,0.79
"Ruranska et al 2020","PR Tayport","Tayport",NA,"Salt marsh",56.439705,-2.859472,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",4.84,0.96,NA,NA,4.25,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,4.25,0.96
"Ruranska et al 2020","PR Tayport","Tayport",NA,"Salt marsh",56.439555,-2.859446,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.98,0.78,NA,NA,8.86,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98,8.86,0.78
"Ruranska et al 2020","PR Tayport","Tayport",NA,"Salt marsh",56.439451,-2.859462,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",14.61,0.5,NA,NA,12.13,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.61,12.13,0.5
"Ruranska et al 2020","PR Torrin","Torrin",NA,"Salt marsh",57.227446,-6.0387766,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",28.87,0.21,NA,NA,76.68,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.87,76.68,0.21
"Ruranska et al 2020","PR Torrin","Torrin",NA,"Salt marsh",57.226461,-6.0383869,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",20.83,0.39,NA,NA,28.3,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83,28.3,0.39
"Ruranska et al 2020","PR Torrin","Torrin",NA,"Salt marsh",57.227227,-6.0386034,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",24.37,0.21,NA,NA,62.62,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.37,62.62,0.21
"Ruranska et al 2020","PR Torrin","Torrin",NA,"Salt marsh",57.227022,-6.0385478,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",26.06,0.27,NA,NA,54.18,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.06,54.18,0.27
"Ruranska et al 2020","PR Torrin","Torrin",NA,"Salt marsh",57.226781,-6.0384883,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",25.97,0.28,NA,NA,44.08,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97,44.08,0.28
"Ruranska et al 2020","PR Toscaig","Toscaig",NA,"Salt marsh",57.375369,-5.809573,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",8.41,0.53,NA,NA,31.86,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,31.86,0.53
"Ruranska et al 2020","PR Toscaig","Toscaig",NA,"Salt marsh",57.375598,-5.809452,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",13.38,0.49,NA,NA,28.8,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38,28.8,0.49
"Ruranska et al 2020","PR Toscaig","Toscaig",NA,"Salt marsh",57.375825,-5.809313,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",15.91,0.38,NA,NA,29.14,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.91,29.14,0.38
"Ruranska et al 2020","PR Toscaig","Toscaig",NA,"Salt marsh",57.375998,-5.809144,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",18.12,0.53,NA,NA,35.86,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.12,35.86,0.53
"Ruranska et al 2020","PR Toscaig","Toscaig",NA,"Salt marsh",57.376213,-5.808966,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",12.32,0.47,NA,NA,38.13,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32,38.13,0.47
"Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth",NA,"Salt marsh",56.009437,-2.5916679,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",3.34,1.06,NA,NA,6.88,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,6.88,1.06
"Ruranska et al 2020","PR Tyne Mouth","Tyne Mouth",NA,"Salt marsh",56.00651,-2.5915692,"direct from dataset",1,"UK",2019,NA,0,0.1,"EA","Core-level",7.77,0.48,NA,NA,20.61,NA,NA,"Ruranska et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.77,20.61,0.48
